suite,case_id,candidate_index,text,label_hallucinated,pred_hallucinated_locked,safe_to_emit_locked,pred_hallucinated_previous,locked_confusion_class,mbt5_shock,threshold,literal_score,reference_overlap,regulator_score,anchor_median,anchor_mad,max_unsupported_token_shock,protected_number,protected_unit,protected_entity,protected_literal_drift,overclaim_flag,content_clamp_flag,relation_polarity_clamp,relation_polarity_clamp_v10b,noncopular_relation_clamp,noncopular_relation_clamp_v13c,final_geometric_block,final_geometric_block_v14b,final_literal_block,negated_positive_support_clamp,reference_member_geometry_override,relation_supported_geometry_override,exact_reference_member,novel_numbers,novel_units,novel_entities,novel_content,clamp_summary,role_swapped_relation_clamp,known_participant_unsupported_relation_clamp,historical_date_relation_clamp,missed_predicate_relation_clamp,exp18_patch_clamp_on_exp16b,pred_hallucinated_exp19,safe_to_emit_exp19,hard_novelty_or_literal_support,guarded_known_participant_unsupported_relation_clamp,exp19b_guarded_patch_clamp,pred_hallucinated_exp19b,safe_to_emit_exp19b,changed_by_exp19b,prompt,expected_has_valid,pred_hallucinated_exp17,safe_to_emit_exp17,relation_clamp,geometry_override,num_relations_extracted,all_relations_supported,exp18_patch_clamp,pred_hallucinated_exp18,safe_to_emit_exp18
EXP16B_master_with_guarded_EXP18_patch,sun_classification_all_bad_exp07_fn,0,The Sun is a planet.,1,1.0,0.0,0.0,TP_hallucination_blocked,0.3138162791728973,0.5215609520673752,0.0,2.0,0.3138162791728973,0.4231876730918884,0.0327910929918289,0.0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0,0.0,0,0,0.0,0,0,,,,,copular_relation_clamp,0,1,0,0,1.0,1.0,0.0,0,0,0,1,0,0,,,,,,,,,,,
EXP16B_master_with_guarded_EXP18_patch,sun_classification_all_bad_exp07_fn,1,The Sun is a galaxy.,1,1.0,0.0,0.0,TP_hallucination_blocked,0.4252818524837494,0.5215609520673752,0.5,1.0,0.5002818524837493,0.4231876730918884,0.0327910929918289,0.0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0,0.0,0,0,0.0,0,0,,,,galaxy,copular_relation_clamp,0,1,0,0,1.0,1.0,0.0,1,1,1,1,0,0,,,,,,,,,,,
EXP16B_master_with_guarded_EXP18_patch,sun_classification_all_bad_exp07_fn,2,The Sun is an asteroid.,1,1.0,0.0,1.0,TP_hallucination_blocked,0.5316047668457031,0.5215609520673752,0.5,1.0,0.6066047668457031,0.4231876730918884,0.0327910929918289,0.1109248399734497,0,0,0,0,0,1,0.0,1.0,0.0,0.0,0,0.0,0,0,0.0,0,0,,,,asteroid,content_token_clamp|copular_relation_clamp,0,0,0,0,0.0,1.0,0.0,1,0,0,1,0,0,,,,,,,,,,,
EXP16B_master_with_guarded_EXP18_patch,sun_classification_all_bad_exp07_fn,3,The Sun is a comet.,1,1.0,0.0,1.0,TP_hallucination_blocked,0.5683882236480713,0.5215609520673752,0.5,1.0,0.6433882236480712,0.4231876730918884,0.0327910929918289,0.1317157745361328,0,0,0,0,0,1,0.0,1.0,0.0,0.0,0,0.0,0,0,0.0,0,0,,,,comet,content_token_clamp|copular_relation_clamp,0,0,0,0,0.0,1.0,0.0,1,0,0,1,0,0,,,,,,,,,,,
EXP16B_master_with_guarded_EXP18_patch,sun_classification_all_bad_exp07_fn,4,The Sun is a moon.,1,1.0,0.0,1.0,TP_hallucination_blocked,0.558533251285553,0.5215609520673752,0.5,1.0,0.6335332512855529,0.4231876730918884,0.0327910929918289,0.0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0,0.0,0,0,0.0,0,0,,,,moon,copular_relation_clamp,0,0,0,0,0.0,1.0,0.0,1,0,0,1,0,0,,,,,,,,,,,
EXP16B_master_with_guarded_EXP18_patch,earth_shape_all_bad_exp07_fn,0,Earth is a perfect cube.,1,1.0,0.0,0.0,TP_hallucination_blocked,0.6852445006370544,0.8761832118034363,0.5,2.0,0.7602445006370544,0.5415163040161133,0.1115556359291076,0.0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0,0.0,0,0,0.0,0,0,,,,cube,copular_relation_clamp,0,1,0,0,1.0,1.0,0.0,1,1,1,1,0,0,,,,,,,,,,,
EXP16B_master_with_guarded_EXP18_patch,earth_shape_all_bad_exp07_fn,1,Earth is a flat disk.,1,1.0,0.0,1.0,TP_hallucination_blocked,0.6031445860862732,0.8761832118034363,1.0,1.0,0.7531445860862732,0.5415163040161133,0.1115556359291076,0.0193491578102111,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0,0.0,0,0,0.0,0,0,,,,"disk,flat",copular_relation_clamp,0,1,0,0,1.0,1.0,0.0,1,1,1,1,0,0,,,,,,,,,,,
EXP16B_master_with_guarded_EXP18_patch,earth_shape_all_bad_exp07_fn,2,Earth is a hollow artificial shell.,1,1.0,0.0,1.0,TP_hallucination_blocked,0.726864755153656,0.8761832118034363,1.5,1.0,0.951864755153656,0.5415163040161133,0.1115556359291076,0.0218356847763061,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0,0.0,0,0,0.0,0,0,,,,"artificial,hollow,shell",copular_relation_clamp,0,0,0,0,0.0,1.0,0.0,1,0,0,1,0,0,,,,,,,,,,,
EXP16B_master_with_guarded_EXP18_patch,earth_shape_all_bad_exp07_fn,3,Earth is a pyramid.,1,1.0,0.0,1.0,TP_hallucination_blocked,0.8762618899345398,0.8761832118034363,0.5,1.0,0.9512618899345398,0.5415163040161133,0.1115556359291076,0.0295610427856445,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0,0.0,0,0,0.0,0,0,,,,pyramid,copular_relation_clamp,0,1,0,0,1.0,1.0,0.0,1,1,1,1,0,0,,,,,,,,,,,
EXP16B_master_with_guarded_EXP18_patch,earth_shape_all_bad_exp07_fn,4,Earth is a perfect cylinder.,1,1.0,0.0,0.0,TP_hallucination_blocked,0.6845223307609558,0.8761832118034363,0.5,2.0,0.7595223307609558,0.5415163040161133,0.1115556359291076,0.0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0,0.0,0,0,0.0,0,0,,,,cylinder,copular_relation_clamp,0,1,0,0,1.0,1.0,0.0,1,1,1,1,0,0,,,,,,,,,,,
EXP16B_master_with_guarded_EXP18_patch,negation_polarity_all_bad,0,The Sun is a planet.,1,1.0,0.0,0.0,TP_hallucination_blocked,0.6795048713684082,1.0123467445373535,0.0,2.0,0.6795048713684082,0.9823228120803832,0.0100079774856567,0.0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0,0.0,0,0,0.0,0,0,,,,,copular_relation_clamp,0,0,0,0,0.0,1.0,0.0,0,0,0,1,0,0,,,,,,,,,,,
EXP16B_master_with_guarded_EXP18_patch,negation_polarity_all_bad,1,Earth is flat.,1,1.0,0.0,0.0,TP_hallucination_blocked,0.6474887132644653,1.0123467445373535,0.0,2.0,0.6474887132644653,0.9823228120803832,0.0100079774856567,0.0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0,0.0,0,0,0.0,0,0,,,,,copular_relation_clamp,0,0,0,0,0.0,1.0,0.0,0,0,0,1,0,0,,,,,,,,,,,
EXP16B_master_with_guarded_EXP18_patch,negation_polarity_all_bad,2,A complete quantum theory of gravity is established.,1,1.0,0.0,1.0,TP_hallucination_blocked,0.7136502861976624,1.0123467445373535,0.0,5.0,0.7136502861976624,0.9823228120803832,0.0100079774856567,0.0,0,0,0,0,1,0,0.0,1.0,0.0,0.0,0,0.0,0,0,0.0,0,0,,,,,copular_relation_clamp|overclaim,0,0,0,0,0.0,1.0,0.0,1,0,0,1,0,0,,,,,,,,,,,
EXP16B_master_with_guarded_EXP18_patch,negation_polarity_all_bad,3,Scientific models are automatically final truth.,1,1.0,0.0,1.0,TP_hallucination_blocked,0.6332467198371887,1.0123467445373535,0.0,5.0,0.6332467198371887,0.9823228120803832,0.0100079774856567,0.0,0,0,0,0,1,0,0.0,1.0,0.0,0.0,0,0.0,0,0,0.0,0,0,,,,,copular_relation_clamp|overclaim,0,0,0,0,0.0,1.0,0.0,1,0,0,1,0,0,,,,,,,,,,,
EXP16B_master_with_guarded_EXP18_patch,category_substitution_all_bad,0,A dog is a bird.,1,1.0,0.0,0.0,TP_hallucination_blocked,0.5435255765914917,1.3165481388568878,0.0,2.0,0.5435255765914917,0.9677984714508056,0.1162498891353607,0.0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0,0.0,0,0,0.0,0,0,,,,,copular_relation_clamp,0,0,0,0,0.0,1.0,0.0,0,0,0,1,0,0,,,,,,,,,,,
EXP16B_master_with_guarded_EXP18_patch,category_substitution_all_bad,1,A whale is a fish.,1,1.0,0.0,0.0,TP_hallucination_blocked,0.4349777698516845,1.3165481388568878,0.0,2.0,0.4349777698516845,0.9677984714508056,0.1162498891353607,0.0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0,0.0,0,0,0.0,0,0,,,,,copular_relation_clamp,0,0,0,0,0.0,1.0,0.0,0,0,0,1,0,0,,,,,,,,,,,
EXP16B_master_with_guarded_EXP18_patch,category_substitution_all_bad,2,An eagle is a mammal.,1,1.0,0.0,0.0,TP_hallucination_blocked,0.5091170072555542,1.3165481388568878,0.0,2.0,0.5091170072555542,0.9677984714508056,0.1162498891353607,0.0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0,0.0,0,0,0.0,0,0,,,,,copular_relation_clamp,0,0,0,0,0.0,1.0,0.0,0,0,0,1,0,0,,,,,,,,,,,
EXP16B_master_with_guarded_EXP18_patch,category_substitution_all_bad,3,A salmon is a bird.,1,1.0,0.0,0.0,TP_hallucination_blocked,0.5077462792396545,1.3165481388568878,0.0,2.0,0.5077462792396545,0.9677984714508056,0.1162498891353607,0.0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0,0.0,0,0,0.0,0,0,,,,,copular_relation_clamp,0,0,0,0,0.0,1.0,0.0,0,0,0,1,0,0,,,,,,,,,,,
EXP16B_master_with_guarded_EXP18_patch,mixed_control_sun_earth,0,The Sun is a planet.,1,1.0,0.0,0.0,TP_hallucination_blocked,0.299621045589447,1.2071696817874908,0.0,2.0,0.299621045589447,0.9341555833816528,0.0910046994686126,0.0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0,0.0,0,0,0.0,0,0,,,,,copular_relation_clamp,0,1,0,0,1.0,1.0,0.0,0,0,0,1,0,0,,,,,,,,,,,
EXP16B_master_with_guarded_EXP18_patch,mixed_control_sun_earth,1,The Sun is a star.,0,0.0,1.0,0.0,TN_valid_kept,0.3686389625072479,1.2071696817874908,0.0,2.0,0.3686389625072479,0.9341555833816528,0.0910046994686126,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,,,,,none,0,0,0,0,0.0,0.0,1.0,0,0,0,0,1,0,,,,,,,,,,,
EXP16B_master_with_guarded_EXP18_patch,mixed_control_sun_earth,2,Earth is approximately an oblate spheroid.,0,0.0,1.0,0.0,TN_valid_kept,0.5764569044113159,1.2071696817874908,0.0,3.0,0.5764569044113159,0.9341555833816528,0.0910046994686126,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,,,,,none,0,0,0,0,0.0,0.0,1.0,0,0,0,0,1,0,,,,,,,,,,,
EXP16B_master_with_guarded_EXP18_patch,mixed_control_sun_earth,3,Earth is a perfect cube.,1,1.0,0.0,1.0,TP_hallucination_blocked,0.738132894039154,1.2071696817874908,1.0,1.0,0.8881328940391541,0.9341555833816528,0.0910046994686126,0.0463745594024658,0,0,0,0,0,1,0.0,1.0,0.0,0.0,0,0.0,0,0,0.0,0,0,,,,"cube,perfect",content_token_clamp|copular_relation_clamp,0,1,0,0,1.0,1.0,0.0,1,1,1,1,0,0,,,,,,,,,,,
EXP16B_master_with_guarded_EXP18_patch,mixed_control_sun_earth,4,Earth is flat.,1,1.0,0.0,0.0,TP_hallucination_blocked,0.5650966763496399,1.2071696817874908,0.0,2.0,0.5650966763496399,0.9341555833816528,0.0910046994686126,0.0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0,0.0,0,0,0.0,0,0,,,,,copular_relation_clamp,0,1,0,0,1.0,1.0,0.0,0,0,0,1,0,0,,,,,,,,,,,
EXP16B_master_with_guarded_EXP18_patch,orbit_relation_mixed,0,Earth orbits the Moon.,1,1.0,0.0,0.0,TP_hallucination_blocked,0.1658195704221725,0.7127331048250198,0.0,3.0,0.1658195704221725,0.4905523657798767,0.074060246348381,0.0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0,0.0,0,0,0.0,0,0,,,,,noncopular_relation_clamp,1,1,0,0,1.0,1.0,0.0,0,0,1,1,0,0,,,,,,,,,,,
EXP16B_master_with_guarded_EXP18_patch,orbit_relation_mixed,1,Earth orbits the Sun.,0,0.0,1.0,0.0,TN_valid_kept,0.1184820383787155,0.7127331048250198,0.0,3.0,0.1184820383787155,0.4905523657798767,0.074060246348381,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,,,,,none,0,0,0,0,0.0,0.0,1.0,0,0,0,0,1,0,,,,,,,,,,,
EXP16B_master_with_guarded_EXP18_patch,orbit_relation_mixed,2,The Moon orbits Earth.,0,0.0,1.0,0.0,TN_valid_kept,0.1980994343757629,0.7127331048250198,0.0,3.0,0.1980994343757629,0.4905523657798767,0.074060246348381,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,,,,,none,0,0,0,0,0.0,0.0,1.0,0,0,0,0,1,0,,,,,,,,,,,
EXP16B_master_with_guarded_EXP18_patch,orbit_relation_mixed,3,The Sun orbits Earth.,1,1.0,0.0,0.0,TP_hallucination_blocked,0.1602308005094528,0.7127331048250198,0.0,3.0,0.1602308005094528,0.4905523657798767,0.074060246348381,0.0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0,0.0,0,0,0.0,0,0,,,,,noncopular_relation_clamp,1,1,0,0,1.0,1.0,0.0,0,0,1,1,0,0,,,,,,,,,,,
EXP16B_master_with_guarded_EXP18_patch,orbit_relation_mixed,4,Earth orbits Mars.,1,1.0,0.0,0.0,TP_hallucination_blocked,0.5314529538154602,0.7127331048250198,0.5,2.0,0.6064529538154602,0.4905523657798767,0.074060246348381,0.0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0,0.0,0,0,0.0,0,0,,,,mars,noncopular_relation_clamp,0,1,0,0,1.0,1.0,0.0,1,1,1,1,0,0,,,,,,,,,,,
EXP16B_master_with_guarded_EXP18_patch,orbit_relation_all_bad,0,Earth orbits the Moon.,1,1.0,0.0,0.0,TP_hallucination_blocked,0.2688793540000915,0.7869213074445724,0.0,3.0,0.2688793540000915,0.5199111104011536,0.0890033990144729,0.0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0,0.0,0,0,0.0,0,0,,,,,noncopular_relation_clamp,1,1,0,0,1.0,1.0,0.0,0,0,1,1,0,0,,,,,,,,,,,
EXP16B_master_with_guarded_EXP18_patch,orbit_relation_all_bad,1,The Sun orbits Earth.,1,1.0,0.0,0.0,TP_hallucination_blocked,0.2350172400474548,0.7869213074445724,0.0,3.0,0.2350172400474548,0.5199111104011536,0.0890033990144729,0.0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0,0.0,0,0,0.0,0,0,,,,,noncopular_relation_clamp,1,1,0,0,1.0,1.0,0.0,0,0,1,1,0,0,,,,,,,,,,,
EXP16B_master_with_guarded_EXP18_patch,orbit_relation_all_bad,2,Mars orbits Phobos.,1,1.0,0.0,0.0,TP_hallucination_blocked,0.5055621266365051,0.7869213074445724,0.0,3.0,0.5055621266365051,0.5199111104011536,0.0890033990144729,0.0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0,0.0,0,0,0.0,0,0,,,,,noncopular_relation_clamp,0,0,0,0,0.0,1.0,0.0,0,0,0,1,0,0,,,,,,,,,,,
EXP16B_master_with_guarded_EXP18_patch,orbit_relation_all_bad,3,The Moon orbits the Sun.,1,1.0,0.0,0.0,TP_hallucination_blocked,0.3203023374080658,0.7869213074445724,0.0,3.0,0.3203023374080658,0.5199111104011536,0.0890033990144729,0.0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0,0.0,0,0,0.0,0,0,,,,,noncopular_relation_clamp,0,1,0,0,1.0,1.0,0.0,0,0,0,1,0,0,,,,,,,,,,,
EXP16B_master_with_guarded_EXP18_patch,orbit_relation_all_bad,4,Phobos orbits Earth.,1,1.0,0.0,0.0,TP_hallucination_blocked,0.5833215713500977,0.7869213074445724,0.0,3.0,0.5833215713500977,0.5199111104011536,0.0890033990144729,0.0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0,0.0,0,0,0.0,0,0,,,,,noncopular_relation_clamp,0,1,0,0,1.0,1.0,0.0,0,0,0,1,0,0,,,,,,,,,,,
EXP16B_master_with_guarded_EXP18_patch,conversion_direction_mixed,0,Photosynthesis converts oxygen into carbon dioxide and water.,1,1.0,0.0,0.0,TP_hallucination_blocked,0.1344274431467056,0.588822215795517,0.0,7.0,0.1344274431467056,0.3488382697105407,0.079994648694992,0.0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0,0.0,0,0,0.0,0,0,,,,,noncopular_relation_clamp,0,1,0,0,1.0,1.0,0.0,0,0,0,1,0,0,,,,,,,,,,,
EXP16B_master_with_guarded_EXP18_patch,conversion_direction_mixed,1,Photosynthesis converts carbon dioxide and water into sugars and oxygen.,0,0.0,1.0,0.0,TN_valid_kept,0.0616318546235561,0.588822215795517,0.0,8.0,0.0616318546235561,0.3488382697105407,0.079994648694992,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,,,,,none,0,0,0,0,0.0,0.0,1.0,0,0,0,0,1,0,,,,,,,,,,,
EXP16B_master_with_guarded_EXP18_patch,conversion_direction_mixed,2,Plants use photosynthesis to make sugars from carbon dioxide and water.,0,0.0,1.0,0.0,TN_valid_kept,0.19723641872406,0.588822215795517,0.0,8.0,0.19723641872406,0.3488382697105407,0.079994648694992,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,,,,,none,0,1,0,0,1.0,1.0,0.0,0,0,0,0,1,0,,,,,,,,,,,
EXP16B_master_with_guarded_EXP18_patch,conversion_direction_mixed,3,Photosynthesis converts carbon dioxide into plastic.,1,1.0,0.0,1.0,TP_hallucination_blocked,0.4162702858448028,0.588822215795517,0.5,5.0,0.4912702858448028,0.3488382697105407,0.079994648694992,0.0985950827598571,0,0,0,0,0,1,0.0,0.0,0.0,1.0,0,0.0,0,0,0.0,0,0,,,,plastic,content_token_clamp|noncopular_relation_clamp,0,1,0,0,1.0,1.0,0.0,1,1,1,1,0,0,,,,,,,,,,,
EXP16B_master_with_guarded_EXP18_patch,conversion_direction_mixed,4,Photosynthesis releases oxygen and stores light energy.,0,0.0,1.0,0.0,TN_valid_kept,0.220676451921463,0.588822215795517,0.0,6.0,0.220676451921463,0.3488382697105407,0.079994648694992,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,,,,,none,0,1,0,0,1.0,1.0,0.0,0,0,0,0,1,0,,,,,,,,,,,
EXP16B_master_with_guarded_EXP18_patch,conversion_direction_all_bad,0,Photosynthesis converts oxygen into carbon dioxide and water.,1,1.0,0.0,0.0,TP_hallucination_blocked,0.1344274431467056,0.588822215795517,0.0,7.0,0.1344274431467056,0.3488382697105407,0.079994648694992,0.0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0,0.0,0,0,0.0,0,0,,,,,noncopular_relation_clamp,0,1,0,0,1.0,1.0,0.0,0,0,0,1,0,0,,,,,,,,,,,
EXP16B_master_with_guarded_EXP18_patch,conversion_direction_all_bad,1,Photosynthesis converts sugars into carbon dioxide and water.,1,1.0,0.0,0.0,TP_hallucination_blocked,0.1239046305418014,0.588822215795517,0.0,7.0,0.1239046305418014,0.3488382697105407,0.079994648694992,0.0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0,0.0,0,0,0.0,0,0,,,,,noncopular_relation_clamp,0,1,0,0,1.0,1.0,0.0,0,0,0,1,0,0,,,,,,,,,,,
EXP16B_master_with_guarded_EXP18_patch,conversion_direction_all_bad,2,Photosynthesis converts oxygen into plastic.,1,1.0,0.0,1.0,TP_hallucination_blocked,0.3876755535602569,0.588822215795517,0.5,4.0,0.4626755535602569,0.3488382697105407,0.079994648694992,0.1321305930614471,0,0,0,0,0,1,0.0,0.0,0.0,1.0,0,0.0,0,0,0.0,0,0,,,,plastic,content_token_clamp|noncopular_relation_clamp,0,1,0,0,1.0,1.0,0.0,1,1,1,1,0,0,,,,,,,,,,,
EXP16B_master_with_guarded_EXP18_patch,conversion_direction_all_bad,3,Photosynthesis converts light energy into metal.,1,1.0,0.0,0.0,TP_hallucination_blocked,0.4885956645011902,0.588822215795517,0.5,5.0,0.5635956645011901,0.3488382697105407,0.079994648694992,0.0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0,0.0,0,0,0.0,0,0,,,,metal,noncopular_relation_clamp,0,1,0,0,1.0,1.0,0.0,1,1,1,1,0,0,,,,,,,,,,,
EXP16B_master_with_guarded_EXP18_patch,containment_direction_mixed,0,DNA contains the nucleus.,1,1.0,0.0,0.0,TP_hallucination_blocked,0.146425575017929,0.4785757139325142,0.0,3.0,0.146425575017929,0.2455860078334808,0.0776632353663444,0.0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0,0.0,0,0,0.0,0,0,,,,,noncopular_relation_clamp,1,1,0,0,1.0,1.0,0.0,0,0,1,1,0,0,,,,,,,,,,,
EXP16B_master_with_guarded_EXP18_patch,containment_direction_mixed,1,The nucleus contains most human cellular DNA.,0,0.0,1.0,0.0,TN_valid_kept,0.0624954551458358,0.4785757139325142,0.0,5.0,0.0624954551458358,0.2455860078334808,0.0776632353663444,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,,,,,none,0,0,0,0,0.0,0.0,1.0,0,0,0,0,1,0,,,,,,,,,,,
EXP16B_master_with_guarded_EXP18_patch,containment_direction_mixed,2,Human cells contain DNA in the nucleus.,0,0.0,1.0,0.0,TN_valid_kept,0.0651251524686813,0.4785757139325142,0.0,5.0,0.0651251524686813,0.2455860078334808,0.0776632353663444,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,,,,,none,0,0,0,0,0.0,0.0,1.0,0,0,0,0,1,0,,,,,,,,,,,
EXP16B_master_with_guarded_EXP18_patch,containment_direction_mixed,3,Mitochondria contain some DNA.,0,0.0,1.0,1.0,TN_valid_kept,0.4910173118114471,0.4785757139325142,0.0,3.0,0.4910173118114471,0.2455860078334808,0.0776632353663444,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,,,,,none,0,0,0,0,0.0,0.0,1.0,0,0,0,0,1,0,,,,,,,,,,,
EXP16B_master_with_guarded_EXP18_patch,containment_direction_mixed,4,DNA contains human cells.,1,1.0,0.0,0.0,TP_hallucination_blocked,0.2465547919273376,0.4785757139325142,0.0,4.0,0.2465547919273376,0.2455860078334808,0.0776632353663444,0.0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0,0.0,0,0,0.0,0,0,,,,,noncopular_relation_clamp,1,1,0,0,1.0,1.0,0.0,0,0,1,1,0,0,,,,,,,,,,,
EXP16B_master_with_guarded_EXP18_patch,containment_direction_all_bad,0,DNA contains the nucleus.,1,1.0,0.0,0.0,TP_hallucination_blocked,0.146425575017929,0.4785757139325142,0.0,3.0,0.146425575017929,0.2455860078334808,0.0776632353663444,0.0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0,0.0,0,0,0.0,0,0,,,,,noncopular_relation_clamp,1,1,0,0,1.0,1.0,0.0,0,0,1,1,0,0,,,,,,,,,,,
EXP16B_master_with_guarded_EXP18_patch,containment_direction_all_bad,1,DNA contains human cells.,1,1.0,0.0,0.0,TP_hallucination_blocked,0.2465547919273376,0.4785757139325142,0.0,4.0,0.2465547919273376,0.2455860078334808,0.0776632353663444,0.0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0,0.0,0,0,0.0,0,0,,,,,noncopular_relation_clamp,1,1,0,0,1.0,1.0,0.0,0,0,1,1,0,0,,,,,,,,,,,
EXP16B_master_with_guarded_EXP18_patch,containment_direction_all_bad,2,Mitochondria contain the nucleus.,1,1.0,0.0,0.0,TP_hallucination_blocked,0.4662539958953857,0.4785757139325142,0.0,3.0,0.4662539958953857,0.2455860078334808,0.0776632353663444,0.0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0,0.0,0,0,0.0,0,0,,,,,noncopular_relation_clamp,0,1,0,0,1.0,1.0,0.0,0,0,0,1,0,0,,,,,,,,,,,
EXP16B_master_with_guarded_EXP18_patch,containment_direction_all_bad,3,The nucleus contains keyboards.,1,1.0,0.0,1.0,TP_hallucination_blocked,0.7504246234893799,0.4785757139325142,0.5,2.0,0.8254246234893798,0.2455860078334808,0.0776632353663444,0.1543838381767273,0,0,0,0,0,1,0.0,0.0,0.0,1.0,0,0.0,0,0,0.0,0,0,,,,keyboards,content_token_clamp|noncopular_relation_clamp,0,1,0,0,1.0,1.0,0.0,1,1,1,1,0,0,,,,,,,,,,,
EXP16B_master_with_guarded_EXP18_patch,cause_direction_mixed,0,Heat produces friction.,1,1.0,0.0,0.0,TP_hallucination_blocked,0.0604158602654933,0.2343085668981075,0.0,3.0,0.0604158602654933,0.1492566466331482,0.0283506400883197,0.0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0,0.0,0,0,0.0,0,0,,,,,noncopular_relation_clamp,1,1,0,0,1.0,1.0,0.0,0,0,1,1,0,0,,,,,,,,,,,
